route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff,index
20,910043020,16049,48,08:24:46,30286,910043020,2019-09-04 08:28:48,30528.000000000004,242.00000000000364,2193.0
20,910043020,16049,48,08:24:46,30286,910043020,2019-09-05 08:25:32,116732.0,86446.0,2194.0
20,910043020,16049,48,08:24:46,30286,910043020,2019-09-06 08:26:54,203214.0,172928.0,2195.0
20,910043020,16088,35,08:14:27,29667,910043020,2019-09-03 08:19:09,29949.0,282.0,2196.0
20,910043020,16088,35,08:14:27,29667,910043020,2019-09-04 08:13:36,29616.000000000004,-50.99999999999636,2197.0
20,910043020,16088,35,08:14:27,29667,910043020,2019-09-05 08:13:43,116023.0,86356.0,2198.0
20,910043020,16088,35,08:14:27,29667,910043020,2019-09-06 08:14:57,202497.0,172830.0,2199.0
20,910043020,16110,32,08:12:46,29566,910043020,2019-09-03 08:17:15,29835.0,269.0,2200.0
20,910043020,16110,32,08:12:46,29566,910043020,2019-09-04 08:12:14,29534.000000000004,-31.99999999999636,2201.0
20,910043020,16110,32,08:12:46,29566,910043020,2019-09-05 08:12:11,115931.0,86365.0,2202.0
20,910043020,16110,32,08:12:46,29566,910043020,2019-09-06 08:12:55,202375.0,172809.0,2203.0
20,910043020,17162,13,07:55:12,28512,910043020,2019-09-03 07:57:21,28641.0,129.0,2204.0
20,910043020,17162,13,07:55:12,28512,910043020,2019-09-04 07:53:45,28425.0,-87.0,2205.0
20,910043020,17162,13,07:55:12,28512,910043020,2019-09-05 07:55:46,114946.0,86434.0,2206.0
20,910043020,17162,13,07:55:12,28512,910043020,2019-09-06 07:57:12,201432.0,172920.0,2207.0
20,910043020,17163,17,07:59:44,28784,910043020,2019-09-03 08:01:15,28875.0,91.0,2208.0
20,910043020,17163,17,07:59:44,28784,910043020,2019-09-04 07:56:26,28586.0,-198.0,2209.0
20,910043020,17163,17,07:59:44,28784,910043020,2019-09-05 07:59:20,115160.0,86376.0,2210.0
20,910043020,17163,17,07:59:44,28784,910043020,2019-09-06 08:01:06,201666.0,172882.0,2211.0
20,910043020,17169,12,07:54:07,28447,910043020,2019-09-03 07:55:54,28554.0,107.0,2212.0
20,910043020,17169,12,07:54:07,28447,910043020,2019-09-04 07:52:19,28339.0,-108.0,2213.0
20,910043020,17169,12,07:54:07,28447,910043020,2019-09-05 07:54:56,114896.0,86449.0,2214.0
20,910043020,17169,12,07:54:07,28447,910043020,2019-09-06 07:55:42,201342.0,172895.0,2215.0
20,910043020,17841,24,08:06:36,29196,910043020,2019-09-03 08:09:42,29382.0,186.0,2216.0
20,910043020,17841,24,08:06:36,29196,910043020,2019-09-04 08:03:38,29018.0,-178.0,2217.0
