route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff
20,911364020,393,7,06:50:54,24654,911364020,2019-09-06 06:50:59,197459.0,172805.0
20,910504020,15384,39,06:51:54,24714,910504020,2019-09-06 06:51:00,197460.0,172746.0
20,911316020,446,59,06:49:47,24587,911316020,2019-09-06 06:51:01,197461.0,172874.0
20,911364020,394,8,06:51:18,24678,911364020,2019-09-06 06:51:07,197467.0,172789.0
20,911411030,431,44,06:45:46,24346,911411030,2019-09-06 06:51:16,197476.0,173130.0
20,911364020,395,9,06:51:53,24713,911364020,2019-09-06 06:51:29,197489.0,172776.0
20,910504020,427,40,06:52:21,24741,910504020,2019-09-06 06:51:31,197491.0,172750.0
20,911878020,14959,14,06:50:00,24600,911878020,2019-09-06 06:51:31,197491.0,172891.0
20,911411030,4727,45,06:46:05,24365,911411030,2019-09-06 06:51:32,197492.0,173127.0
20,911364020,396,10,06:52:27,24747,911364020,2019-09-06 06:51:53,197513.0,172766.0
20,911878020,402,15,06:50:45,24645,911878020,2019-09-06 06:52:12,197532.0,172887.0
20,911364020,397,11,06:53:08,24788,911364020,2019-09-06 06:52:21,197541.0,172753.0
20,911240020,1119,62,06:34:33,23673,911240020,2019-09-06 06:52:23,197543.0,173870.0
20,910504020,428,41,06:52:58,24778,910504020,2019-09-06 06:52:26,197546.0,172768.0
20,911878020,403,16,06:51:40,24700,911878020,2019-09-06 06:52:32,197552.0,172852.0
20,911316020,18122,60,06:51:07,24667,911316020,2019-09-06 06:52:37,197557.0,172890.0
20,911411030,432,46,06:46:30,24390,911411030,2019-09-06 06:52:39,197559.0,173169.0
20,911878020,17163,17,06:52:50,24770,911878020,2019-09-06 06:52:52,197572.0,172802.0
20,910504020,429,42,06:53:31,24811,910504020,2019-09-06 06:53:11,197591.0,172780.0
20,911411030,15279,47,06:47:33,24453,911411030,2019-09-06 06:53:17,197597.0,173144.0
20,911411030,16049,48,06:48:12,24492,911411030,2019-09-06 06:53:32,197612.0,173120.0
